CHROMOSOME	LENGTH	ALIGNED_READS	SAMPLE_NAME
GL000224.1	179693	1	BC13-P1
GL000223.1	180455	22	BC13-P1
GL000195.1	182896	0	BC13-P1
GL000212.1	186858	4092	BC13-P1
GL000222.1	186861	58	BC13-P1
GL000200.1	187035	23	BC13-P1
GL000193.1	189789	12	BC13-P1
GL000194.1	191469	38	BC13-P1
GL000225.1	211173	18	BC13-P1
GL000192.1	547496	65	BC13-P1
1	249250621	2485915	BC08-T2
2	243199373	1653082	BC08-T2
3	198022430	1791149	BC08-T2
4	191154276	1028532	BC08-T2
5	180915260	1255744	BC08-T2
6	171115067	1785312	BC08-T2
7	159138663	1632766	BC08-T2
8	146364022	1054491	BC08-T2
9	141213431	937489	BC08-T2
10	135534747	838130	BC08-T2
11	135006516	838697	BC08-T2
12	133851895	1550007	BC08-T2
13	115169878	665645	BC08-T2
14	107349540	410550	BC08-T2
15	102531392	753873	BC08-T2
16	90354753	1376265	BC08-T2
17	81195210	1950435	BC08-T2
18	78077248	277705	BC08-T2
19	59128983	1682926	BC08-T2
20	63025520	806577	BC08-T2
21	48129895	516124	BC08-T2
22	51304566	347471	BC08-T2
X	155270560	1202910	BC08-T2
Y	59373566	778	BC08-T2
MT	16569	6966	BC08-T2
GL000207.1	4262	0	BC08-T2
GL000226.1	15008	5	BC08-T2
GL000229.1	19913	2	BC08-T2
GL000231.1	27386	0	BC08-T2
GL000210.1	27682	14	BC08-T2
GL000239.1	33824	6	BC08-T2
GL000235.1	34474	0	BC08-T2
GL000201.1	36148	9	BC08-T2
GL000247.1	36422	12	BC08-T2
GL000245.1	36651	19	BC08-T2
GL000197.1	37175	10	BC08-T2
GL000203.1	37498	0	BC08-T2
GL000246.1	38154	8	BC08-T2
GL000249.1	38502	0	BC08-T2
GL000196.1	38914	5	BC08-T2
GL000248.1	39786	0	BC08-T2
GL000244.1	39929	12	BC08-T2
GL000238.1	39939	6	BC08-T2
GL000202.1	40103	1	BC08-T2
GL000234.1	40531	0	BC08-T2
GL000232.1	40652	0	BC08-T2
GL000206.1	41001	28	BC08-T2
GL000240.1	41933	3	BC08-T2
GL000236.1	41934	2699	BC08-T2
GL000241.1	42152	2	BC08-T2
GL000243.1	43341	32	BC08-T2
GL000242.1	43523	0	BC08-T2
GL000230.1	43691	0	BC08-T2
GL000237.1	45867	14	BC08-T2
GL000233.1	45941	2	BC08-T2
GL000204.1	81310	15	BC08-T2
GL000198.1	90085	4	BC08-T2
GL000208.1	92689	23	BC08-T2
GL000191.1	106433	307	BC08-T2
GL000227.1	128374	2294	BC08-T2
GL000228.1	129120	93	BC08-T2
GL000214.1	137718	58	BC08-T2
GL000221.1	155397	76	BC08-T2
GL000209.1	159169	4	BC08-T2
GL000218.1	161147	12	BC08-T2
GL000220.1	161802	24	BC08-T2
GL000213.1	164239	6	BC08-T2
GL000211.1	166566	4	BC08-T2
GL000199.1	169874	41	BC08-T2
GL000217.1	172149	29	BC08-T2
GL000216.1	172294	86	BC08-T2
GL000215.1	172545	0	BC08-T2
GL000205.1	174588	6	BC08-T2
GL000219.1	179198	6	BC08-T2
GL000224.1	179693	12	BC08-T2
GL000223.1	180455	44	BC08-T2
GL000195.1	182896	0	BC08-T2
GL000212.1	186858	7231	BC08-T2
GL000222.1	186861	77	BC08-T2
GL000200.1	187035	19	BC08-T2
GL000193.1	189789	6	BC08-T2
GL000194.1	191469	20	BC08-T2
GL000225.1	211173	20	BC08-T2
GL000192.1	547496	52	BC08-T2
1	249250621	3846985	BC16-P1
2	243199373	2731624	BC16-P1
3	198022430	2346352	BC16-P1
4	191154276	1362495	BC16-P1
5	180915260	1986395	BC16-P1
6	171115067	2384601	BC16-P1
7	159138663	2509551	BC16-P1
8	146364022	1257774	BC16-P1
9	141213431	1843615	BC16-P1
10	135534747	1320461	BC16-P1
11	135006516	1696264	BC16-P1
12	133851895	2489220	BC16-P1
13	115169878	952769	BC16-P1
14	107349540	636694	BC16-P1
15	102531392	1268363	BC16-P1
16	90354753	2354808	BC16-P1
17	81195210	2443545	BC16-P1
18	78077248	380141	BC16-P1
19	59128983	3488596	BC16-P1
20	63025520	1024878	BC16-P1
21	48129895	696746	BC16-P1
22	51304566	859192	BC16-P1
X	155270560	1887550	BC16-P1
Y	59373566	1170	BC16-P1
MT	16569	51	BC16-P1
GL000207.1	4262	0	BC16-P1
GL000226.1	15008	4	BC16-P1
GL000229.1	19913	3	BC16-P1
GL000231.1	27386	1	BC16-P1
GL000210.1	27682	13	BC16-P1
GL000239.1	33824	13	BC16-P1
GL000235.1	34474	1	BC16-P1
GL000201.1	36148	64	BC16-P1
GL000247.1	36422	23	BC16-P1
GL000245.1	36651	45	BC16-P1
GL000197.1	37175	47	BC16-P1
GL000203.1	37498	2	BC16-P1
GL000246.1	38154	4	BC16-P1
GL000249.1	38502	19	BC16-P1
GL000196.1	38914	6	BC16-P1
GL000248.1	39786	0	BC16-P1
GL000244.1	39929	24	BC16-P1
GL000238.1	39939	5	BC16-P1
GL000202.1	40103	14	BC16-P1
GL000234.1	40531	0	BC16-P1
GL000232.1	40652	0	BC16-P1
GL000206.1	41001	48	BC16-P1
GL000240.1	41933	11	BC16-P1
GL000236.1	41934	6861	BC16-P1
GL000241.1	42152	5	BC16-P1
GL000243.1	43341	85	BC16-P1
GL000242.1	43523	24	BC16-P1
GL000230.1	43691	0	BC16-P1
GL000237.1	45867	15	BC16-P1
GL000233.1	45941	0	BC16-P1
GL000204.1	81310	140	BC16-P1
GL000198.1	90085	4	BC16-P1
GL000208.1	92689	41	BC16-P1
GL000191.1	106433	350	BC16-P1
GL000227.1	128374	3550	BC16-P1
GL000228.1	129120	352	BC16-P1
GL000214.1	137718	73	BC16-P1
GL000221.1	155397	174	BC16-P1
GL000209.1	159169	20	BC16-P1
GL000218.1	161147	32	BC16-P1
GL000220.1	161802	50	BC16-P1
GL000213.1	164239	23	BC16-P1
GL000211.1	166566	13	BC16-P1
GL000199.1	169874	33	BC16-P1
GL000217.1	172149	111	BC16-P1
GL000216.1	172294	219	BC16-P1
GL000215.1	172545	38	BC16-P1
GL000205.1	174588	3	BC16-P1
GL000219.1	179198	12	BC16-P1
GL000224.1	179693	35	BC16-P1
GL000223.1	180455	102	BC16-P1
GL000195.1	182896	2	BC16-P1
GL000212.1	186858	11906	BC16-P1
GL000222.1	186861	202	BC16-P1
GL000200.1	187035	69	BC16-P1
GL000193.1	189789	5	BC16-P1
GL000194.1	191469	82	BC16-P1
GL000225.1	211173	42	BC16-P1
GL000192.1	547496	185	BC16-P1
1	249250621	1554940	BC07-P1
2	243199373	1077749	BC07-P1
3	198022430	927964	BC07-P1
4	191154276	544419	BC07-P1
5	180915260	788122	BC07-P1
6	171115067	947403	BC07-P1
7	159138663	963648	BC07-P1
8	146364022	467805	BC07-P1
9	141213431	755859	BC07-P1
10	135534747	519347	BC07-P1
11	135006516	683028	BC07-P1
12	133851895	1023915	BC07-P1
13	115169878	372598	BC07-P1
14	107349540	242916	BC07-P1
15	102531392	513494	BC07-P1
16	90354753	980989	BC07-P1
17	81195210	980052	BC07-P1
18	78077248	134834	BC07-P1
19	59128983	1497916	BC07-P1
20	63025520	412632	BC07-P1
21	48129895	296313	BC07-P1
22	51304566	316966	BC07-P1
X	155270560	799789	BC07-P1
Y	59373566	297	BC07-P1
MT	16569	10	BC07-P1
GL000207.1	4262	0	BC07-P1
GL000226.1	15008	2	BC07-P1
GL000229.1	19913	0	BC07-P1
GL000231.1	27386	0	BC07-P1
GL000210.1	27682	2	BC07-P1
GL000239.1	33824	6	BC07-P1
GL000235.1	34474	0	BC07-P1
GL000201.1	36148	8	BC07-P1
GL000247.1	36422	2	BC07-P1
GL000245.1	36651	10	BC07-P1
GL000197.1	37175	17	BC07-P1
GL000203.1	37498	0	BC07-P1
GL000246.1	38154	0	BC07-P1
GL000249.1	38502	12	BC07-P1
GL000196.1	38914	4	BC07-P1
GL000248.1	39786	3	BC07-P1
GL000244.1	39929	8	BC07-P1
GL000238.1	39939	7	BC07-P1
GL000202.1	40103	2	BC07-P1
GL000234.1	40531	0	BC07-P1
GL000232.1	40652	0	BC07-P1
GL000206.1	41001	4	BC07-P1
GL000240.1	41933	7	BC07-P1
GL000236.1	41934	2736	BC07-P1
GL000241.1	42152	0	BC07-P1
GL000243.1	43341	41	BC07-P1
GL000242.1	43523	2	BC07-P1
GL000230.1	43691	0	BC07-P1
GL000237.1	45867	6	BC07-P1
GL000233.1	45941	0	BC07-P1
GL000204.1	81310	20	BC07-P1
GL000198.1	90085	0	BC07-P1
GL000208.1	92689	11	BC07-P1
GL000191.1	106433	149	BC07-P1
GL000227.1	128374	1876	BC07-P1
GL000228.1	129120	108	BC07-P1
GL000214.1	137718	32	BC07-P1
GL000221.1	155397	58	BC07-P1
GL000209.1	159169	9	BC07-P1
GL000218.1	161147	13	BC07-P1
GL000220.1	161802	6	BC07-P1
GL000213.1	164239	5	BC07-P1
GL000211.1	166566	6	BC07-P1
GL000199.1	169874	12	BC07-P1
GL000217.1	172149	28	BC07-P1
GL000216.1	172294	40	BC07-P1
GL000215.1	172545	13	BC07-P1
GL000205.1	174588	0	BC07-P1
GL000219.1	179198	8	BC07-P1
GL000224.1	179693	13	BC07-P1
GL000223.1	180455	31	BC07-P1
GL000195.1	182896	0	BC07-P1
GL000212.1	186858	5069	BC07-P1
GL000222.1	186861	65	BC07-P1
GL000200.1	187035	16	BC07-P1
GL000193.1	189789	6	BC07-P1
GL000194.1	191469	29	BC07-P1
GL000225.1	211173	12	BC07-P1
GL000192.1	547496	38	BC07-P1
1	249250621	2180775	BC13-T
2	243199373	1577043	BC13-T
3	198022430	1627989	BC13-T
4	191154276	791325	BC13-T
5	180915260	850284	BC13-T
6	171115067	2015699	BC13-T
7	159138663	1197609	BC13-T
8	146364022	576351	BC13-T
9	141213431	1075543	BC13-T
10	135534747	711610	BC13-T
11	135006516	1054939	BC13-T
12	133851895	1300310	BC13-T
13	115169878	781772	BC13-T
14	107349540	395983	BC13-T
15	102531392	734941	BC13-T
16	90354753	1715136	BC13-T
17	81195210	1329155	BC13-T
18	78077248	322594	BC13-T
19	59128983	1347348	BC13-T
20	63025520	610550	BC13-T
21	48129895	369679	BC13-T
22	51304566	310963	BC13-T
X	155270560	1362486	BC13-T
Y	59373566	9118	BC13-T
MT	16569	70	BC13-T
GL000207.1	4262	0	BC13-T
GL000226.1	15008	15	BC13-T
GL000229.1	19913	2	BC13-T
GL000231.1	27386	0	BC13-T
GL000210.1	27682	6	BC13-T
GL000239.1	33824	2	BC13-T
GL000235.1	34474	4	BC13-T
GL000201.1	36148	5	BC13-T
GL000247.1	36422	15	BC13-T
GL000245.1	36651	27	BC13-T
GL000197.1	37175	0	BC13-T
GL000203.1	37498	0	BC13-T
GL000246.1	38154	0	BC13-T
GL000249.1	38502	4	BC13-T
GL000196.1	38914	6	BC13-T
GL000248.1	39786	6	BC13-T
GL000244.1	39929	15	BC13-T
GL000238.1	39939	1	BC13-T
GL000202.1	40103	0	BC13-T
GL000234.1	40531	2	BC13-T
GL000232.1	40652	4	BC13-T
GL000206.1	41001	4	BC13-T
GL000240.1	41933	4	BC13-T
GL000236.1	41934	843	BC13-T
GL000241.1	42152	0	BC13-T
GL000243.1	43341	33	BC13-T
GL000242.1	43523	7	BC13-T
GL000230.1	43691	0	BC13-T
GL000237.1	45867	1	BC13-T
GL000233.1	45941	4	BC13-T
GL000204.1	81310	11	BC13-T
GL000198.1	90085	1	BC13-T
GL000208.1	92689	42	BC13-T
GL000191.1	106433	99	BC13-T
GL000227.1	128374	530	BC13-T
GL000228.1	129120	262	BC13-T
GL000214.1	137718	29	BC13-T
GL000221.1	155397	76	BC13-T
GL000209.1	159169	7	BC13-T
GL000218.1	161147	22	BC13-T
GL000220.1	161802	36	BC13-T
GL000213.1	164239	12	BC13-T
GL000211.1	166566	4	BC13-T
GL000199.1	169874	73	BC13-T
GL000217.1	172149	76	BC13-T
GL000216.1	172294	311	BC13-T
GL000215.1	172545	12	BC13-T
GL000205.1	174588	6	BC13-T
GL000219.1	179198	12	BC13-T
GL000224.1	179693	13	BC13-T
GL000223.1	180455	16	BC13-T
GL000195.1	182896	0	BC13-T
GL000212.1	186858	5600	BC13-T
GL000222.1	186861	66	BC13-T
GL000200.1	187035	17	BC13-T
GL000193.1	189789	13	BC13-T
GL000194.1	191469	26	BC13-T
GL000225.1	211173	109	BC13-T
GL000192.1	547496	59	BC13-T
1	249250621	3090354	BC09-T
2	243199373	1930491	BC09-T
3	198022430	2161260	BC09-T
4	191154276	726475	BC09-T
5	180915260	1210275	BC09-T
6	171115067	1675975	BC09-T
7	159138663	1776429	BC09-T
8	146364022	508199	BC09-T
9	141213431	1044558	BC09-T
10	135534747	993659	BC09-T
11	135006516	1289178	BC09-T
12	133851895	1976692	BC09-T
13	115169878	1040542	BC09-T
14	107349540	461515	BC09-T
15	102531392	954570	BC09-T
16	90354753	1617528	BC09-T
17	81195210	1667667	BC09-T
18	78077248	351580	BC09-T
19	59128983	1657239	BC09-T
20	63025520	730865	BC09-T
21	48129895	325263	BC09-T
22	51304566	434123	BC09-T
X	155270560	2071029	BC09-T
Y	59373566	7365	BC09-T
MT	16569	115	BC09-T
GL000207.1	4262	0	BC09-T
GL000226.1	15008	12	BC09-T
GL000229.1	19913	0	BC09-T
GL000231.1	27386	2	BC09-T
GL000210.1	27682	8	BC09-T
GL000239.1	33824	16	BC09-T
GL000235.1	34474	3	BC09-T
GL000201.1	36148	8	BC09-T
GL000247.1	36422	23	BC09-T
GL000245.1	36651	35	BC09-T
GL000197.1	37175	2	BC09-T
GL000203.1	37498	4	BC09-T
GL000246.1	38154	4	BC09-T
GL000249.1	38502	8	BC09-T
GL000196.1	38914	10	BC09-T
GL000248.1	39786	0	BC09-T
GL000244.1	39929	10	BC09-T
GL000238.1	39939	0	BC09-T
GL000202.1	40103	2	BC09-T
GL000234.1	40531	2	BC09-T
GL000232.1	40652	2	BC09-T
GL000206.1	41001	6	BC09-T
GL000240.1	41933	7	BC09-T
GL000236.1	41934	1401	BC09-T
GL000241.1	42152	13	BC09-T
GL000243.1	43341	28	BC09-T
GL000242.1	43523	6	BC09-T
GL000230.1	43691	0	BC09-T
GL000237.1	45867	10	BC09-T
GL000233.1	45941	2	BC09-T
GL000204.1	81310	15	BC09-T
GL000198.1	90085	2	BC09-T
GL000208.1	92689	33	BC09-T
GL000191.1	106433	173	BC09-T
GL000227.1	128374	542	BC09-T
GL000228.1	129120	154	BC09-T
GL000214.1	137718	30	BC09-T
GL000221.1	155397	120	BC09-T
GL000209.1	159169	6	BC09-T
GL000218.1	161147	18	BC09-T
GL000220.1	161802	31	BC09-T
GL000213.1	164239	8	BC09-T
GL000211.1	166566	11	BC09-T
GL000199.1	169874	35	BC09-T
GL000217.1	172149	78	BC09-T
GL000216.1	172294	152	BC09-T
GL000215.1	172545	19	BC09-T
GL000205.1	174588	0	BC09-T
GL000219.1	179198	14	BC09-T
GL000224.1	179693	17	BC09-T
GL000223.1	180455	33	BC09-T
GL000195.1	182896	1	BC09-T
GL000212.1	186858	7032	BC09-T
GL000222.1	186861	111	BC09-T
GL000200.1	187035	17	BC09-T
GL000193.1	189789	20	BC09-T
GL000194.1	191469	56	BC09-T
GL000225.1	211173	49	BC09-T
GL000192.1	547496	114	BC09-T
1	249250621	1741128	BC08-T
2	243199373	996458	BC08-T
3	198022430	982631	BC08-T
4	191154276	565624	BC08-T
5	180915260	693246	BC08-T
6	171115067	1102727	BC08-T
7	159138663	685160	BC08-T
8	146364022	558674	BC08-T
9	141213431	595426	BC08-T
10	135534747	534127	BC08-T
11	135006516	876947	BC08-T
12	133851895	930296	BC08-T
13	115169878	470812	BC08-T
14	107349540	282503	BC08-T
15	102531392	592654	BC08-T
16	90354753	946530	BC08-T
17	81195210	1532350	BC08-T
18	78077248	179272	BC08-T
19	59128983	999192	BC08-T
20	63025520	428518	BC08-T
21	48129895	202870	BC08-T
22	51304566	147334	BC08-T
X	155270560	903743	BC08-T
Y	59373566	9002	BC08-T
MT	16569	137	BC08-T
GL000207.1	4262	0	BC08-T
GL000226.1	15008	8	BC08-T
GL000229.1	19913	2	BC08-T
GL000231.1	27386	2	BC08-T
GL000210.1	27682	2	BC08-T
GL000239.1	33824	10	BC08-T
GL000235.1	34474	2	BC08-T
GL000201.1	36148	4	BC08-T
GL000247.1	36422	20	BC08-T
GL000245.1	36651	14	BC08-T
GL000197.1	37175	4	BC08-T
GL000203.1	37498	3	BC08-T
GL000246.1	38154	8	BC08-T
GL000249.1	38502	0	BC08-T
GL000196.1	38914	16	BC08-T
GL000248.1	39786	3	BC08-T
GL000244.1	39929	3	BC08-T
GL000238.1	39939	2	BC08-T
GL000202.1	40103	14	BC08-T
GL000234.1	40531	0	BC08-T
GL000232.1	40652	1	BC08-T
GL000206.1	41001	14	BC08-T
GL000240.1	41933	5	BC08-T
GL000236.1	41934	369	BC08-T
GL000241.1	42152	5	BC08-T
GL000243.1	43341	31	BC08-T
GL000242.1	43523	2	BC08-T
GL000230.1	43691	0	BC08-T
GL000237.1	45867	8	BC08-T
GL000233.1	45941	1	BC08-T
GL000204.1	81310	14	BC08-T
GL000198.1	90085	2	BC08-T
GL000208.1	92689	36	BC08-T
GL000191.1	106433	123	BC08-T
GL000227.1	128374	667	BC08-T
GL000228.1	129120	104	BC08-T
GL000214.1	137718	24	BC08-T
GL000221.1	155397	69	BC08-T
GL000209.1	159169	13	BC08-T
GL000218.1	161147	18	BC08-T
GL000220.1	161802	48	BC08-T
GL000213.1	164239	28	BC08-T
GL000211.1	166566	11	BC08-T
GL000199.1	169874	67	BC08-T
GL000217.1	172149	39	BC08-T
GL000216.1	172294	235	BC08-T
GL000215.1	172545	15	BC08-T
GL000205.1	174588	2	BC08-T
GL000219.1	179198	9	BC08-T
GL000224.1	179693	40	BC08-T
GL000223.1	180455	23	BC08-T
GL000195.1	182896	2	BC08-T
GL000212.1	186858	2499	BC08-T
GL000222.1	186861	50	BC08-T
GL000200.1	187035	27	BC08-T
GL000193.1	189789	14	BC08-T
GL000194.1	191469	36	BC08-T
GL000225.1	211173	35	BC08-T
GL000192.1	547496	61	BC08-T
1	249250621	2075469	BC03-P1
2	243199373	1407597	BC03-P1
3	198022430	1192895	BC03-P1
4	191154276	696523	BC03-P1
5	180915260	1039266	BC03-P1
6	171115067	1254117	BC03-P1
7	159138663	1223089	BC03-P1
8	146364022	628063	BC03-P1
9	141213431	1006472	BC03-P1
10	135534747	680683	BC03-P1
11	135006516	911998	BC03-P1
12	133851895	1348691	BC03-P1
13	115169878	474396	BC03-P1
14	107349540	328373	BC03-P1
15	102531392	663048	BC03-P1
16	90354753	1276689	BC03-P1
17	81195210	1298228	BC03-P1
18	78077248	169616	BC03-P1
19	59128983	2093049	BC03-P1
20	63025520	552444	BC03-P1
21	48129895	371070	BC03-P1
22	51304566	407764	BC03-P1
X	155270560	1041797	BC03-P1
Y	59373566	407	BC03-P1
MT	16569	20	BC03-P1
GL000207.1	4262	0	BC03-P1
GL000226.1	15008	3	BC03-P1
GL000229.1	19913	2	BC03-P1
GL000231.1	27386	1	BC03-P1
GL000210.1	27682	2	BC03-P1
GL000239.1	33824	8	BC03-P1
GL000235.1	34474	0	BC03-P1
GL000201.1	36148	13	BC03-P1
GL000247.1	36422	5	BC03-P1
GL000245.1	36651	18	BC03-P1
GL000197.1	37175	22	BC03-P1
GL000203.1	37498	0	BC03-P1
GL000246.1	38154	7	BC03-P1
GL000249.1	38502	8	BC03-P1
GL000196.1	38914	6	BC03-P1
GL000248.1	39786	5	BC03-P1
GL000244.1	39929	9	BC03-P1
GL000238.1	39939	2	BC03-P1
GL000202.1	40103	1	BC03-P1
GL000234.1	40531	0	BC03-P1
GL000232.1	40652	0	BC03-P1
GL000206.1	41001	10	BC03-P1
GL000240.1	41933	5	BC03-P1
GL000236.1	41934	2677	BC03-P1
GL000241.1	42152	0	BC03-P1
GL000243.1	43341	50	BC03-P1
GL000242.1	43523	0	BC03-P1
GL000230.1	43691	0	BC03-P1
GL000237.1	45867	4	BC03-P1
GL000233.1	45941	4	BC03-P1
GL000204.1	81310	29	BC03-P1
GL000198.1	90085	0	BC03-P1
GL000208.1	92689	12	BC03-P1
GL000191.1	106433	193	BC03-P1
GL000227.1	128374	2750	BC03-P1
GL000228.1	129120	112	BC03-P1
GL000214.1	137718	28	BC03-P1
GL000221.1	155397	45	BC03-P1
GL000209.1	159169	6	BC03-P1
GL000218.1	161147	6	BC03-P1
GL000220.1	161802	9	BC03-P1
GL000213.1	164239	12	BC03-P1
GL000211.1	166566	6	BC03-P1
GL000199.1	169874	14	BC03-P1
GL000217.1	172149	26	BC03-P1
GL000216.1	172294	75	BC03-P1
GL000215.1	172545	15	BC03-P1
GL000205.1	174588	0	BC03-P1
GL000219.1	179198	0	BC03-P1
GL000224.1	179693	13	BC03-P1
GL000223.1	180455	20	BC03-P1
GL000195.1	182896	0	BC03-P1
GL000212.1	186858	6390	BC03-P1
GL000222.1	186861	63	BC03-P1
GL000200.1	187035	18	BC03-P1
GL000193.1	189789	10	BC03-P1
GL000194.1	191469	30	BC03-P1
GL000225.1	211173	22	BC03-P1
GL000192.1	547496	35	BC03-P1
1	249250621	7767625	BC20-N
2	243199373	8241935	BC20-N
3	198022430	6644629	BC20-N
4	191154276	6408583	BC20-N
5	180915260	5947048	BC20-N
6	171115067	6124279	BC20-N
7	159138663	5657798	BC20-N
8	146364022	5228691	BC20-N
9	141213431	3933617	BC20-N
10	135534747	4655899	BC20-N
11	135006516	4318224	BC20-N
12	133851895	4740039	BC20-N
13	115169878	3243722	BC20-N
14	107349540	2663948	BC20-N
15	102531392	2616295	BC20-N
16	90354753	2969737	BC20-N
17	81195210	2817275	BC20-N
18	78077248	2335976	BC20-N
19	59128983	2282179	BC20-N
20	63025520	1795585	BC20-N
21	48129895	1322381	BC20-N
22	51304566	994953	BC20-N
X	155270560	4472817	BC20-N
Y	59373566	12454	BC20-N
MT	16569	60168	BC20-N
GL000207.1	4262	0	BC20-N
GL000226.1	15008	65	BC20-N
GL000229.1	19913	23	BC20-N
GL000231.1	27386	38	BC20-N
GL000210.1	27682	102	BC20-N
GL000239.1	33824	322	BC20-N
GL000235.1	34474	40	BC20-N
GL000201.1	36148	98	BC20-N
GL000247.1	36422	486	BC20-N
GL000245.1	36651	1012	BC20-N
GL000197.1	37175	158	BC20-N
GL000203.1	37498	333	BC20-N
GL000246.1	38154	185	BC20-N
GL000249.1	38502	171	BC20-N
GL000196.1	38914	286	BC20-N
GL000248.1	39786	130	BC20-N
GL000244.1	39929	492	BC20-N
GL000238.1	39939	221	BC20-N
GL000202.1	40103	92	BC20-N
GL000234.1	40531	23	BC20-N
GL000232.1	40652	30	BC20-N
GL000206.1	41001	100	BC20-N
GL000240.1	41933	233	BC20-N
GL000236.1	41934	2355	BC20-N
GL000241.1	42152	134	BC20-N
GL000243.1	43341	841	BC20-N
GL000242.1	43523	152	BC20-N
GL000230.1	43691	6	BC20-N
GL000237.1	45867	188	BC20-N
GL000233.1	45941	16	BC20-N
GL000204.1	81310	118	BC20-N
GL000198.1	90085	79	BC20-N
GL000208.1	92689	761	BC20-N
GL000191.1	106433	619	BC20-N
GL000227.1	128374	2850	BC20-N
GL000228.1	129120	3188	BC20-N
GL000214.1	137718	758	BC20-N
GL000221.1	155397	4020	BC20-N
GL000209.1	159169	247	BC20-N
GL000218.1	161147	795	BC20-N
GL000220.1	161802	256	BC20-N
GL000213.1	164239	542	BC20-N
GL000211.1	166566	502	BC20-N
GL000199.1	169874	768	BC20-N
GL000217.1	172149	2594	BC20-N
GL000216.1	172294	2576	BC20-N
GL000215.1	172545	650	BC20-N
GL000205.1	174588	34	BC20-N
GL000219.1	179198	363	BC20-N
GL000224.1	179693	476	BC20-N
GL000223.1	180455	1031	BC20-N
GL000195.1	182896	4	BC20-N
GL000212.1	186858	6379	BC20-N
GL000222.1	186861	2118	BC20-N
GL000200.1	187035	1596	BC20-N
GL000193.1	189789	571	BC20-N
GL000194.1	191469	1299	BC20-N
GL000225.1	211173	489	BC20-N
GL000192.1	547496	2952	BC20-N
1	249250621	2193018	BC17-N
2	243199373	1602007	BC17-N
3	198022430	1466180	BC17-N
4	191154276	898947	BC17-N
5	180915260	1047044	BC17-N
6	171115067	1523716	BC17-N
7	159138663	1250120	BC17-N
8	146364022	524047	BC17-N
9	141213431	834794	BC17-N
10	135534747	869147	BC17-N
11	135006516	953266	BC17-N
12	133851895	1402153	BC17-N
13	115169878	757723	BC17-N
14	107349540	395751	BC17-N
15	102531392	759101	BC17-N
16	90354753	1387812	BC17-N
17	81195210	1407724	BC17-N
18	78077248	356123	BC17-N
19	59128983	1123654	BC17-N
20	63025520	549413	BC17-N
21	48129895	319972	BC17-N
22	51304566	330264	BC17-N
X	155270560	1525890	BC17-N
Y	59373566	30056	BC17-N
MT	16569	34	BC17-N
GL000207.1	4262	0	BC17-N
GL000226.1	15008	24	BC17-N
GL000229.1	19913	10	BC17-N
GL000231.1	27386	0	BC17-N
GL000210.1	27682	10	BC17-N
GL000239.1	33824	34	BC17-N
GL000235.1	34474	12	BC17-N
GL000201.1	36148	5	BC17-N
GL000247.1	36422	62	BC17-N
GL000245.1	36651	75	BC17-N
GL000197.1	37175	12	BC17-N
GL000203.1	37498	4	BC17-N
GL000246.1	38154	6	BC17-N
GL000249.1	38502	14	BC17-N
GL000196.1	38914	28	BC17-N
GL000248.1	39786	8	BC17-N
GL000244.1	39929	74	BC17-N
GL000238.1	39939	16	BC17-N
GL000202.1	40103	4	BC17-N
GL000234.1	40531	5	BC17-N
GL000232.1	40652	0	BC17-N
GL000206.1	41001	13	BC17-N
GL000240.1	41933	30	BC17-N
GL000236.1	41934	1541	BC17-N
GL000241.1	42152	10	BC17-N
GL000243.1	43341	147	BC17-N
GL000242.1	43523	14	BC17-N
GL000230.1	43691	0	BC17-N
GL000237.1	45867	31	BC17-N
GL000233.1	45941	0	BC17-N
GL000204.1	81310	11	BC17-N
GL000198.1	90085	13	BC17-N
GL000208.1	92689	149	BC17-N
GL000191.1	106433	176	BC17-N
GL000227.1	128374	464	BC17-N
GL000228.1	129120	1537	BC17-N
GL000214.1	137718	158	BC17-N
GL000221.1	155397	348	BC17-N
GL000209.1	159169	20	BC17-N
GL000218.1	161147	88	BC17-N
GL000220.1	161802	237	BC17-N
GL000213.1	164239	32	BC17-N
GL000211.1	166566	26	BC17-N
GL000199.1	169874	223	BC17-N
GL000217.1	172149	221	BC17-N
GL000216.1	172294	644	BC17-N
GL000215.1	172545	34	BC17-N
GL000205.1	174588	8	BC17-N
GL000219.1	179198	42	BC17-N
GL000224.1	179693	123	BC17-N
GL000223.1	180455	73	BC17-N
GL000195.1	182896	2	BC17-N
GL000212.1	186858	6331	BC17-N
GL000222.1	186861	597	BC17-N
GL000200.1	187035	56	BC17-N
GL000193.1	189789	24	BC17-N
GL000194.1	191469	213	BC17-N
GL000225.1	211173	243	BC17-N
GL000192.1	547496	166	BC17-N
1	249250621	873535	BC10-N
2	243199373	573655	BC10-N
3	198022430	507118	BC10-N
4	191154276	292310	BC10-N
5	180915260	439515	BC10-N
6	171115067	589743	BC10-N
7	159138663	528285	BC10-N
8	146364022	278273	BC10-N
9	141213431	430648	BC10-N
10	135534747	279128	BC10-N
11	135006516	381291	BC10-N
12	133851895	573986	BC10-N
13	115169878	217979	BC10-N
14	107349540	143035	BC10-N
15	102531392	239984	BC10-N
16	90354753	579553	BC10-N
17	81195210	567729	BC10-N
18	78077248	75854	BC10-N
19	59128983	1002153	BC10-N
20	63025520	228798	BC10-N
21	48129895	140223	BC10-N
22	51304566	172824	BC10-N
X	155270560	425869	BC10-N
Y	59373566	294	BC10-N
