Chromosome	Start_Position	End_Position	Log2_Ratio	BAF	qt	q2	tumor_id	normal_id
9	8404607	110249848	-0.49171021928231573	1.0183192859505859	2	1	BZ340691-T	JZ443616-N
9	110250222	139566705	0.5576820254097703	0.1280999963626841	4	NA	BZ340691-T	JZ443616-N
10	1510047	134199067	-0.11606678462084422	0.7285708278811681	3	3	BZ340691-T	JZ443616-N
11	532729	102100572	-0.056874106926785434	0.15415636823313608	3	2	BZ340691-T	JZ443616-N
11	105610205	133495577	-1.0093945044439727	2.25236033610002	1	1	BZ340691-T	JZ443616-N
12	394648	4947332	0.060530740920187495	6.288448340193544	3	NA	BZ340691-T	JZ443616-N
12	11664178	20290667	0.5490709108809267	6.879807798994902	4	4	BZ340691-T	JZ443616-N
12	21591921	133263886	0.2703376082349055	0.2109522407023168	3	2	BZ340691-T	JZ443616-N
13	21004757	111119052	-0.305363654196233	4.633961982586354	2	2	BZ340691-T	JZ443616-N
14	20347564	105906073	0.49997794439568377	0.3241109019002307	6	3	BZ340691-T	JZ443616-N
15	26216409	99861618	-0.002682562488814988	0.22506864783408254	3	2	BZ340691-T	JZ443616-N
16	115054	27356680	-0.47860732302786774	3.8718990787925565	2	NA	BZ340691-T	JZ443616-N
16	31011183	82113471	0.690307289306584	0.17321193973986906	4	NA	BZ340691-T	JZ443616-N
16	85880425	89883007	-0.5049743540385403	5.052049275048656	2	NA	BZ340691-T	JZ443616-N
17	114629	37657568	-0.4200623435845301	2.4730839935554756	2	NA	BZ340691-T	JZ443616-N
17	37666031	37884218	3.5790773923536494	28.88618677149624	36	NA	BZ340691-T	JZ443616-N
17	38487520	50802507	-0.4917695528374573	2.306678278006	2	NA	BZ340691-T	JZ443616-N
17	53367300	80783038	0.8864543040144701	0.17202314924737555	5	NA	BZ340691-T	JZ443616-N
18	724580	74387307	-0.6053851003259825	1.0483706809411681	1	1	BZ340691-T	JZ443616-N
19	1207021	58288169	-0.03479354968578559	0.3629375937438023	3	2	BZ340691-T	JZ443616-N
20	345864	60426113	0.27062840039225866	0.06087050597678223	5	4	BZ340691-T	JZ443616-N
21	17798960	45658322	-0.07724789240070527	0.436997864419993	3	2	BZ340691-T	JZ443616-N
22	19053406	49370800	-0.04971920996377608	5.958524411408935	3	NA	BZ340691-T	JZ443616-N
23	3085464	53226186	-1.0191687944573375	1.4411625180193035	1	1	BZ340691-T	JZ443616-N
23	53226980	149924738	-0.18844065490025036	0.24266123782238028	2	NA	BZ340691-T	JZ443616-N
1	2488123	245977985	0.04843378181574082	6.267110737207597e-4	2	1	LE984537-T	WQ935202-N
2	4717089	242800992	-0.03130980291929872	0.005228112516911499	2	1	LE984537-T	WQ935202-N
3	1449841	194238373	0.05273003988644842	0.0019772399941376086	2	1	LE984537-T	WQ935202-N
4	1402650	190262486	0.036206089782024206	0.003761798475541423	2	1	LE984537-T	WQ935202-N
5	218461	180058761	-0.0037813623954741915	0.009694988310126239	2	1	LE984537-T	WQ935202-N
6	393212	170798891	0.02985189983971201	6.479418097098187e-4	2	1	LE984537-T	WQ935202-N
7	1672550	158451007	-0.04993078541362622	-0.0016209344700666489	2	1	LE984537-T	WQ935202-N
8	565232	145742879	-0.04489800953485748	5.11165040211583e-4	2	1	LE984537-T	WQ935202-N
9	421980	139566746	-0.037487074374995016	2.1339388971743637e-4	2	1	LE984537-T	WQ935202-N
10	1510047	134199067	-0.1040521742064665	0.004884272555340522	2	1	LE984537-T	WQ935202-N
11	532700	133495556	0.0231452161766329	-0.0015169527769778677	2	1	LE984537-T	WQ935202-N
12	394797	133263825	-0.02128520583461456	3.346998665939034e-4	2	1	LE984537-T	WQ935202-N
13	21004738	111119052	0.0010918339909317676	0.006376047411201539	2	1	LE984537-T	WQ935202-N
14	20347580	105906024	0.06740526340811086	-0.001792075585263476	2	1	LE984537-T	WQ935202-N
15	26216370	99861618	0.04952101931498315	-0.0010620518942290652	2	1	LE984537-T	WQ935202-N
16	115050	89883003	-0.08486319905559397	0.002245904258806242	2	1	LE984537-T	WQ935202-N
17	114669	80783009	-5.509188319023084e-4	0.02323969845163827	2	1	LE984537-T	WQ935202-N
18	724632	74387307	0.05881280845343605	0.024595129016768524	2	1	LE984537-T	WQ935202-N
19	1207162	58288169	-0.12213124876249604	-0.004615384080510834	2	1	LE984537-T	WQ935202-N
20	345864	60426113	-0.017542948500349487	-0.006729337386598044	2	NA	LE984537-T	WQ935202-N
21	17798960	45658340	-0.20492060563120412	0.006896249635253024	2	1	LE984537-T	WQ935202-N
22	19053422	49370834	-0.17299075632976912	-0.0012338604676184022	2	1	LE984537-T	WQ935202-N
23	3085464	149924738	0.08968138487934971	-0.010704293252123083	2	NA	LE984537-T	WQ935202-N
1	2488153	245977996	-0.033082129034984475	0.11608581917927162	4	2	OI612646-T	DZ621797-N
2	4717089	242800932	0.05961439157152907	0.06268454145611857	4	2	OI612646-T	DZ621797-N
3	1449841	194238389	-0.14489919661628584	0.47911758361081747	3	3	OI612646-T	DZ621797-N
4	1402693	190262485	-0.16397214916242275	0.17782182876319957	3	2	OI612646-T	DZ621797-N
5	218503	1295322	0.10639078386264	0.00384817454411442	5	NA	OI612646-T	DZ621797-N
5	2979710	173763356	-0.36577447802670227	0.3345233482391358	2	2	OI612646-T	DZ621797-N
5	176516631	180058720	-0.020580237250762412	0.7914864220254554	4	NA	OI612646-T	DZ621797-N
6	393175	170798912	0.22386708173159414	0.0710160847738725	6	4	OI612646-T	DZ621797-N
7	1672540	32894503	0.4974002281056634	0.27607754454630146	8	6	OI612646-T	DZ621797-N
7	37220932	139338164	-0.05176777695108447	-0.0035257251621105636	4	2	OI612646-T	DZ621797-N
7	140434452	158450978	0.2031577079202589	1.2755257362608208	5	5	OI612646-T	DZ621797-N
8	565232	145742799	0.02483911419693447	0.1351086427588861	4	2	OI612646-T	DZ621797-N
9	421980	16206760	1.5925509843101318	5.339458681800645	23	NA	OI612646-T	DZ621797-N
9	18995150	139566722	-0.08517459225394461	0.057393539242434156	3	2	OI612646-T	DZ621797-N
10	1510047	134199095	-0.047463714895277204	0.08034573577640954	4	2	OI612646-T	DZ621797-N
11	532741	18586122	-0.13608140876765862	0.4981862145021762	3	NA	OI612646-T	DZ621797-N
11	19498848	94225949	0.04313169076577489	0.06635862018340337	4	3	OI612646-T	DZ621797-N
11	99322321	133495556	-0.4493417437712238	0.2562537791775758	2	NA	OI612646-T	DZ621797-N
12	394650	31957306	0.2746253978677077	0.07965124004598277	6	4	OI612646-T	DZ621797-N
12	40763973	133263825	-0.16074136547105478	0.6280441943051387	3	3	OI612646-T	DZ621797-N
13	21004757	111119052	-0.3104950007047578	0.19075305528463052	2	2	OI612646-T	DZ621797-N
14	20347580	105906073	-0.017559240734348558	0.4368141352590796	4	3	OI612646-T	DZ621797-N
15	26216409	99861641	-0.2229721737351584	0.4413777592618264	3	NA	OI612646-T	DZ621797-N
16	115043	89883007	0.06188561671801418	0.04705871648294913	4	3	OI612646-T	DZ621797-N
17	114669	63554591	-0.278204169471205	0.3174446109920711	2	2	OI612646-T	DZ621797-N
17	64938342	80783009	0.2958117082388176	1.0970089589501244	6	NA	OI612646-T	DZ621797-N
18	724612	74387299	-0.1750339953499381	0.47758938407279194	3	2	OI612646-T	DZ621797-N
19	1207162	5286119	-0.3555407291622768	0.24936402319256293	2	NA	OI612646-T	DZ621797-N
19	7117225	58288184	0.18441511905552024	0.18454082629533816	5	4	OI612646-T	DZ621797-N
20	345864	60426133	-0.3014950449890722	0.5393852348842868	2	2	OI612646-T	DZ621797-N
21	17798960	45658340	-0.3324210542224241	0.3275712557497855	2	2	OI612646-T	DZ621797-N
22	19053406	49370800	0.07423797328972612	0.7469553925911778	4	3	OI612646-T	DZ621797-N
23	3085464	149924738	-0.2662688457525648	0.16530597198196406	2	NA	OI612646-T	DZ621797-N
1	2488123	16265799	0.059107628862298534	0.011836792742242874	2	NA	UO030693-T	WQ935202-N
1	17345448	46743940	-0.30340165278446296	0.11208660553815221	1	1	UO030693-T	WQ935202-N
1	51436136	245977985	0.06562502178788866	0.04054457052033997	2	1	UO030693-T	WQ935202-N
2	4717089	242800992	0.03488226893479798	0.02475726070174753	2	1	UO030693-T	WQ935202-N
3	1449841	37092025	0.17931081154510456	0.17612496745423842	3	NA	UO030693-T	WQ935202-N
3	37107130	76716794	-0.2600323210971469	0.32234662623235477	1	1	UO030693-T	WQ935202-N
3	87348066	194238373	0.16505806885708824	0.141928356547738	3	2	UO030693-T	WQ935202-N
4	1402650	134134309	0.01887041996861727	0.1094108280447398	2	2	UO030693-T	WQ935202-N
4	134635941	190262486	0.4133942889834883	1.421166682473409	4	NA	UO030693-T	WQ935202-N
5	218461	139517048	0.020251056689515795	0.04888938959336291	2	1	UO030693-T	WQ935202-N
5	142329105	180058761	0.28656776605613454	0.19019317656736115	3	2	UO030693-T	WQ935202-N
6	393212	121788731	0.02945810272161281	0.09218433144922072	2	1	UO030693-T	WQ935202-N
6	122329267	170798891	-0.2729374581268056	0.24642094449045657	1	1	UO030693-T	WQ935202-N
7	1672550	158451007	0.02531479726725235	-0.003969462050206227	2	1	UO030693-T	WQ935202-N
8	565232	145742879	0.2289589624364906	0.24768299766724441	3	2	UO030693-T	WQ935202-N
9	421980	37020659	-0.34369474364741986	0.30571892732198314	0	0	UO030693-T	WQ935202-N
9	37034023	139566746	0.04501798727985716	0.8477758235468661	2	2	UO030693-T	WQ935202-N
10	1510047	134199067	-0.18866398534479384	0.1529354720224352	1	1	UO030693-T	WQ935202-N
11	532700	21635308	-0.30052139290543606	0.4540164172533834	1	1	UO030693-T	WQ935202-N
11	23122604	85956294	0.07272925332132407	-0.008654836965525499	2	2	UO030693-T	WQ935202-N
11	85961487	133495556	-0.2673648656348915	0.4771685460137009	1	1	UO030693-T	WQ935202-N
12	394797	18800827	-0.3501173767937997	0.3039561437215076	0	0	UO030693-T	WQ935202-N
12	20290667	133263825	0.14796388805878896	0.0386041105288681	3	2	UO030693-T	WQ935202-N
13	21004738	111119052	-0.0898608475882755	0.17535354859059618	1	1	UO030693-T	WQ935202-N
14	20347580	105906024	0.06973738784537706	0.08211984620951533	2	2	UO030693-T	WQ935202-N
15	26216370	90634871	0.1457359634650225	0.8269850896718717	3	2	UO030693-T	WQ935202-N
15	90645600	99861618	0.771390214259418	2.2086726949799256	6	NA	UO030693-T	WQ935202-N
16	115050	31691912	0.02834825654355909	0.0033459352045134053	2	NA	UO030693-T	WQ935202-N
16	52085593	89883003	-0.294533645498642	0.3840965765466116	1	1	UO030693-T	WQ935202-N
17	114669	21809394	-0.2726863685219524	0.317514646997658	1	1	UO030693-T	WQ935202-N
17	29483045	29701047	0.26944637293560636	0	3	NA	UO030693-T	WQ935202-N
17	30264461	41246586	0.059113891621089223	0.8470032630757459	2	NA	UO030693-T	WQ935202-N
17	41246812	80783009	0.5531611170229225	0.32170812812760324	5	4	UO030693-T	WQ935202-N
18	724632	74387307	0.020686504286326457	0.212522731370306	2	2	UO030693-T	WQ935202-N
19	1207162	15383650	-0.3337050433832528	0.3638212586098232	0	0	UO030693-T	WQ935202-N
19	15383896	42799049	0.03696528447849168	0.0038006747708683366	2	NA	UO030693-T	WQ935202-N
19	45854919	58288169	-0.16907432996807448	0.5016616275494926	1	1	UO030693-T	WQ935202-N
20	345864	60426113	0.04896474214002208	0.16535400961243044	2	NA	UO030693-T	WQ935202-N
21	17798960	45658340	-0.27543737422381154	0.4044855134947532	1	1	UO030693-T	WQ935202-N
22	19053422	49370834	0.018277396364802426	0.8073202419313761	2	2	UO030693-T	WQ935202-N
23	3085464	149924738	-0.014703506129679791	0.1699980689769119	2	NA	UO030693-T	WQ935202-N
1	2488153	9787061	0.04423694438339728	0.8408464488693556	2	NA	WA450553-T	DZ621797-N
1	11167569	22587878	-0.4244546468950644	0.8457177345806585	1	1	WA450553-T	DZ621797-N
1	27023260	109490498	0.09643171499701327	0.019444680786369965	2	NA	WA450553-T	DZ621797-N
1	113234410	120529598	-0.48230604426716006	1.2184534957731257	1	1	WA450553-T	DZ621797-N
1	120611964	245977996	0.05077370247897101	0.05774484846432964	2	1	WA450553-T	DZ621797-N
2	4717089	38467258	0.05426225809700273	-0.001138923251300055	2	NA	WA450553-T	DZ621797-N
2	39842140	61760912	0.34000545925805514	0.41685666903027135	3	NA	WA450553-T	DZ621797-N
2	66352795	190742007	0.04913791808323898	-0.001255741375123714	2	1	WA450553-T	DZ621797-N
2	191869163	242800932	0.3308133231232915	0.21867174569007844	3	2	WA450553-T	DZ621797-N
3	1449841	87348066	-0.42652504713835065	1.2248993594747277	1	1	WA450553-T	DZ621797-N
3	88892634	89528644	1.3586960441972136	1.9956156701457082	7	NA	WA450553-T	DZ621797-N
3	94429172	158104706	0.12890058953097072	0.2740937875456226	2	NA	WA450553-T	DZ621797-N
3	159601763	194238389	-0.5159747602089217	1.2919069088069777	1	1	WA450553-T	DZ621797-N
4	1402693	143352407	0.08084114136343386	0.31950125983205824	2	1	WA450553-T	DZ621797-N
4	145225998	190262485	-0.5721023470878119	1.0908285822648935	1	1	WA450553-T	DZ621797-N
5	218503	1295322	0.3059434278175527	0.031190599914307386	3	NA	WA450553-T	DZ621797-N
5	2979710	173763356	-0.5163153581793687	0.8821968793847427	1	1	WA450553-T	DZ621797-N
5	176516631	180058720	0.04397642686860356	2.085795796240164	2	NA	WA450553-T	DZ621797-N
6	393175	26172082	-0.449109040799787	0.6499215233353363	1	1	WA450553-T	DZ621797-N
6	29230683	97729906	0.10864270759121732	0.06421665898888469	2	1	WA450553-T	DZ621797-N
6	98417147	106555120	-0.46607810322869353	1.0570601328020572	1	1	WA450553-T	DZ621797-N
6	116470561	170798912	0.4679831711390394	0.20678014230106662	3	2	WA450553-T	DZ621797-N
7	1672540	32894503	0.4656560473153297	0.29447483603212316	3	2	WA450553-T	DZ621797-N
7	37220932	139338164	0.001522004888681934	-0.006361928514669087	2	1	WA450553-T	DZ621797-N
7	140434452	158450978	0.32447099045927275	3.152716682730771	3	2	WA450553-T	DZ621797-N
8	565232	38271257	-0.5392368063963966	0.8338204010165979	1	1	WA450553-T	DZ621797-N
8	38271451	145742799	0.1762228553480953	0.0784274152778749	2	1	WA450553-T	DZ621797-N
9	421980	16206760	2.0098229776544314	8.798038570927549	12	NA	WA450553-T	DZ621797-N
9	18995150	75047061	-0.9558171462015596	0.8282401492783589	0	0	WA450553-T	DZ621797-N
9	75156057	139566722	-0.21479738265868872	0.14513400407402108	2	1	WA450553-T	DZ621797-N
10	1510047	134199095	0.02287008691692067	0.07596455538298606	2	1	WA450553-T	DZ621797-N
11	532741	18586122	-0.399294924750832	0.8312186392982965	1	1	WA450553-T	DZ621797-N
11	19498848	94225949	-0.11217356707738706	0.285139438602483	2	1	WA450553-T	DZ621797-N
11	99322321	133495556	-0.5419226488993532	0.9870181662033947	1	1	WA450553-T	DZ621797-N
12	394650	3001344	-0.18455283312486348	0.9455653440220178	2	NA	WA450553-T	DZ621797-N
12	4383235	28073136	0.3861912064183953	0.19435616314458629	3	NA	WA450553-T	DZ621797-N
12	31933080	62755589	-0.42900920729207376	0.7800253806176373	1	1	WA450553-T	DZ621797-N
12	63294859	133263825	0.07470699594229299	2.0818766803531976	2	1	WA450553-T	DZ621797-N
13	21004757	32507418	-0.08961673236074799	0.38639025143232686	2	NA	WA450553-T	DZ621797-N
13	32747122	110434476	-0.5667871864711486	0.9047640875789162	1	1	WA450553-T	DZ621797-N
13	110434918	111119052	-0.37000597526189993	1.0073298035059857	1	1	WA450553-T	DZ621797-N
14	20347580	105906073	-0.025821153496116585	1.2063781274652121	2	1	WA450553-T	DZ621797-N
15	26216409	78164706	-0.46946649906260896	0.8412465425497232	1	1	WA450553-T	DZ621797-N
15	87255768	99861641	0.03197463774417712	2.482892105071068	2	NA	WA450553-T	DZ621797-N
16	115043	89883007	0.11455612345252197	0.11440203869268752	2	1	WA450553-T	DZ621797-N
17	114669	8110921	-0.3694673525863913	1.366316189494552	1	1	WA450553-T	DZ621797-N
17	8111127	66526549	-0.4962218716431644	0.8318393547023224	1	1	WA450553-T	DZ621797-N
17	68921040	80783009	0.48970222918179884	2.802178868288502	3	NA	WA450553-T	DZ621797-N
18	724612	74387299	-0.43067271730500395	1.0077529951226338	1	1	WA450553-T	DZ621797-N
19	1207162	5286119	-0.42775567576738144	0.7487333512059126	1	1	WA450553-T	DZ621797-N
19	7117225	11172430	0.15837290962542888	2.365064680494671	2	NA	WA450553-T	DZ621797-N
19	13519273	19261565	0.5073592365337819	0.18975772057264473	3	NA	WA450553-T	DZ621797-N
19	28780462	58288184	0.11323195941826933	0.00932211071781509	2	NA	WA450553-T	DZ621797-N
20	345864	60426133	-0.42675413374153565	0.9913362980643499	1	1	WA450553-T	DZ621797-N
21	17798960	45658340	-0.4801570171559053	0.888093079065623	1	1	WA450553-T	DZ621797-N
22	19053406	49370800	0.1475296007070802	2.108540717171382	2	1	WA450553-T	DZ621797-N
23	3085464	53254057	-0.4651190604078716	0.963886090748286	1	1	WA450553-T	DZ621797-N
23	63405072	149924738	1.361643416334518e-4	0.042025418320348056	2	NA	WA450553-T	DZ621797-N
1	2488153	9787061	-0.04356777227575127	1.3341263520386974	4	NA	YW750609-T	DZ621797-N
1	11167569	22587878	-0.4424130741493082	1.253743624423883	2	NA	YW750609-T	DZ621797-N
1	27023260	109490498	0.12226182618024153	0.014548006970216723	4	NA	YW750609-T	DZ621797-N
1	113234410	120529598	-0.49215238749053086	1.5491141381499176	2	NA	YW750609-T	DZ621797-N
1	120611964	245977996	0.11225558631309482	0.004600929982334973	4	2	YW750609-T	DZ621797-N
2	4717089	190742007	-0.052270166938723744	0.11978480569850461	4	2	YW750609-T	DZ621797-N
2	191869163	242800932	0.32767266317403365	0.245170785352795	5	3	YW750609-T	DZ621797-N
3	1449841	194238389	-0.31009935253352594	1.1810335367197535	3	3	YW750609-T	DZ621797-N
4	1402693	143352407	0.07473206848359275	0.3700215945598804	4	3	YW750609-T	DZ621797-N
4	145225998	190262485	-0.5802916942093355	1.4394180591758523	2	NA	YW750609-T	DZ621797-N
5	218503	1295322	0.5107994565099633	0.13747747420818413	6	NA	YW750609-T	DZ621797-N
5	2979710	172573786	-0.5662025340960185	1.084972952803607	2	2	YW750609-T	DZ621797-N
5	173763356	180058720	0.04308266380458099	2.7360796978937905	4	NA	YW750609-T	DZ621797-N
6	393175	106555120	0.037921053962052975	0.10107060809141463	6	4	YW750609-T	DZ621797-N
6	116470561	170798912	0.4076651827122379	0.22330742181528032	6	4	YW750609-T	DZ621797-N
7	1672540	32894503	0.5425792212665073	0.3080738430678858	7	5	YW750609-T	DZ621797-N
7	37220932	139338164	0.014488244642282877	0.008705446518728432	6	4	YW750609-T	DZ621797-N
7	140434452	158450978	0.5897551126475591	4.69376554503557	7	7	YW750609-T	DZ621797-N
8	565232	145742799	0.019213859874296926	0.3083377391193259	4	3	YW750609-T	DZ621797-N
9	421980	16206760	2.068874450298133	9.78009372842868	23	NA	YW750609-T	DZ621797-N
9	18995150	139566722	0.00869356758098351	0.09556802838605713	6	4	YW750609-T	DZ621797-N
10	1510047	134199095	-0.04530386410331061	0.08264727545077631	4	2	YW750609-T	DZ621797-N
11	532741	18586122	-0.2249102348701602	1.8831652927668603	3	NA	YW750609-T	DZ621797-N
11	19498848	94225949	0.09196187079509388	0.08547376517766868	4	3	YW750609-T	DZ621797-N
11	99322321	133495556	-0.6283883832858047	1.3468912120630319	2	NA	YW750609-T	DZ621797-N
12	394650	28073136	0.2536336687581794	0.29178573711725136	5	NA	YW750609-T	DZ621797-N
12	31933080	62755589	-0.472253220225788	0.9916192249141984	2	2	YW750609-T	DZ621797-N
12	63294859	133263825	0.05832766936509903	2.4833829799004192	4	3	YW750609-T	DZ621797-N
13	21004757	29678920	-0.09647009073141077	0.42879995410316313	4	NA	YW750609-T	DZ621797-N
13	32507418	111119052	-0.6765537676846727	1.1726208730265684	2	2	YW750609-T	DZ621797-N
14	20347580	105906073	-0.06914824547377907	1.4554979674390713	4	3	YW750609-T	DZ621797-N
15	26216409	99861641	-0.21433575773030394	1.8043630879636392	3	NA	YW750609-T	DZ621797-N
16	115043	89883007	0.16105697131142024	0.11393648032692741	5	4	YW750609-T	DZ621797-N
17	114669	66526549	-0.5065799980796241	1.127217668264726	2	2	YW750609-T	DZ621797-N
17	68921040	80783009	0.5350121023340877	3.2606589351322492	7	NA	YW750609-T	DZ621797-N
18	724612	74387299	-0.3218322885641076	1.2718606514273865	3	2	YW750609-T	DZ621797-N
19	1207162	11172430	-0.29349313214292355	1.9752194438489514	3	NA	YW750609-T	DZ621797-N
19	13519273	19261565	0.5322605104040303	0.2850018571487166	7	NA	YW750609-T	DZ621797-N
19	28780462	58288184	0.09589627393780899	0.026340311091149343	4	NA	YW750609-T	DZ621797-N
20	345864	60426133	-0.40960850826747297	1.6939345322127084	2	2	YW750609-T	DZ621797-N
21	17798960	45658340	-0.5217627078711167	1.1388528720360394	2	2	YW750609-T	DZ621797-N
22	19053406	49370800	0.07347722442888992	2.399150530868499	4	3	YW750609-T	DZ621797-N
23	3085464	53254057	-0.5432233080046864	1.2558262485367393	2	NA	YW750609-T	DZ621797-N
23	63405072	149924738	-0.11436738975130123	0.04247225951666165	4	NA	YW750609-T	DZ621797-N
